date,side,signal_ts,failure_ts,reassert_ts,entry_ts,entry,stop,exit_ts,exit,reason,risk,net_points,netR,dollars
2018-07-02,1,2018-07-02 09:45:00,2018-07-02 10:05:00,2018-07-02 10:25:00,2018-07-02 10:30:00,9750.25,9720.25,2018-07-02 10:55:00,9746.25,thesis_flip,30.0,-4.75,-0.15833333333333333,-95.0
2018-07-20,1,2018-07-20 10:25:00,2018-07-20 10:55:00,2018-07-20 11:20:00,2018-07-20 11:25:00,10107.5,10089.5,2018-07-20 11:40:00,10100.5,thesis_flip,18.0,-7.75,-0.4305555555555556,-155.0
2018-07-25,1,2018-07-25 09:45:00,2018-07-25 10:20:00,2018-07-25 10:30:00,2018-07-25 10:35:00,10139.25,10116.25,2018-07-25 10:50:00,10123.75,thesis_flip,23.0,-16.25,-0.7065217391304348,-325.0
2018-07-26,-1,2018-07-26 09:45:00,2018-07-26 10:20:00,2018-07-26 10:25:00,2018-07-26 10:30:00,10115.25,10134.75,2018-07-26 11:20:00,10134.75,stop,19.5,-20.25,-1.0384615384615385,-405.0
2018-07-30,-1,2018-07-30 09:50:00,2018-07-30 10:15:00,2018-07-30 10:50:00,2018-07-30 10:55:00,9920.25,9948.5,2018-07-30 12:00:00,9923.0,thesis_flip,28.25,-3.5,-0.12389380530973451,-70.0
2018-08-03,1,2018-08-03 10:25:00,2018-08-03 10:40:00,2018-08-03 11:10:00,2018-08-03 11:15:00,10087.75,10070.75,2018-08-03 11:55:00,10070.75,stop,17.0,-17.75,-1.0441176470588236,-355.0
2018-08-06,1,2018-08-06 09:50:00,2018-08-06 10:35:00,2018-08-06 11:20:00,2018-08-06 11:25:00,10108.75,10095.0,2018-08-06 12:30:00,10126.0,thesis_flip,13.75,16.5,1.2,330.0
2018-08-07,-1,2018-08-07 09:45:00,2018-08-07 10:20:00,2018-08-07 10:40:00,2018-08-07 10:45:00,10169.25,10184.0,2018-08-07 11:10:00,10165.25,thesis_flip,14.75,3.25,0.22033898305084745,65.0
2018-08-08,1,2018-08-08 09:45:00,2018-08-08 09:55:00,2018-08-08 10:05:00,2018-08-08 10:10:00,10168.25,10154.0,2018-08-08 11:25:00,10181.5,thesis_flip,14.25,12.5,0.8771929824561403,250.0
2018-08-15,-1,2018-08-15 09:45:00,2018-08-15 10:45:00,2018-08-15 10:50:00,2018-08-15 10:55:00,10024.5,10094.75,2018-08-15 11:10:00,10046.25,thesis_flip,70.25,-22.5,-0.3202846975088968,-450.0
2018-08-20,-1,2018-08-20 09:50:00,2018-08-20 10:15:00,2018-08-20 10:40:00,2018-08-20 10:45:00,10057.0,10077.5,2018-08-20 11:20:00,10063.25,thesis_flip,20.5,-7.0,-0.34146341463414637,-140.0
2018-08-24,1,2018-08-24 10:00:00,2018-08-24 10:15:00,2018-08-24 10:20:00,2018-08-24 10:25:00,10165.25,10153.75,2018-08-24 11:05:00,10179.5,thesis_flip,11.5,13.5,1.173913043478261,270.0
2018-08-27,1,2018-08-27 09:55:00,2018-08-27 10:05:00,2018-08-27 10:10:00,2018-08-27 10:15:00,10252.5,10237.0,2018-08-27 10:40:00,10253.25,thesis_flip,15.5,0.0,0.0,0.0
2018-08-28,-1,2018-08-28 10:20:00,2018-08-28 10:35:00,2018-08-28 10:45:00,2018-08-28 10:50:00,10268.75,10283.5,2018-08-28 11:20:00,10283.5,stop,14.75,-15.5,-1.0508474576271187,-310.0
2018-08-30,1,2018-08-30 10:15:00,2018-08-30 10:25:00,2018-08-30 10:30:00,2018-08-30 10:35:00,10370.75,10355.75,2018-08-30 11:10:00,10365.5,thesis_flip,15.0,-6.0,-0.4,-120.0
2018-08-31,1,2018-08-31 09:45:00,2018-08-31 10:15:00,2018-08-31 11:00:00,2018-08-31 11:05:00,10378.0,10359.75,2018-08-31 11:25:00,10359.75,stop,18.25,-19.0,-1.0410958904109588,-380.0
2018-09-03,1,2018-09-03 09:55:00,2018-09-03 10:45:00,2018-09-03 11:30:00,2018-09-03 11:35:00,10381.5,10370.5,2018-09-03 12:00:00,10380.75,thesis_flip,11.0,-1.5,-0.13636363636363635,-30.0
2018-09-07,1,2018-09-07 09:45:00,2018-09-07 10:05:00,2018-09-07 10:45:00,2018-09-07 10:50:00,10182.75,10138.25,2018-09-07 11:05:00,10179.0,thesis_flip,44.5,-4.5,-0.10112359550561797,-90.0
2018-09-10,-1,2018-09-10 10:00:00,2018-09-10 10:40:00,2018-09-10 10:55:00,2018-09-10 11:00:00,10130.25,10144.0,2018-09-10 11:10:00,10144.0,stop,13.75,-14.5,-1.0545454545454545,-290.0
2018-09-12,-1,2018-09-12 09:50:00,2018-09-12 10:10:00,2018-09-12 10:20:00,2018-09-12 10:25:00,10145.5,10182.0,2018-09-12 11:05:00,10147.0,thesis_flip,36.5,-2.25,-0.06164383561643835,-45.0
2018-09-18,1,2018-09-18 09:45:00,2018-09-18 10:45:00,2018-09-18 11:10:00,2018-09-18 11:15:00,10218.5,10184.5,2018-09-18 11:55:00,10221.75,thesis_flip,34.0,2.5,0.07352941176470588,50.0
2018-09-21,-1,2018-09-21 09:50:00,2018-09-21 10:05:00,2018-09-21 10:20:00,2018-09-21 10:25:00,10265.75,10289.5,2018-09-21 11:15:00,10263.25,thesis_flip,23.75,1.75,0.07368421052631578,35.0
2018-09-26,1,2018-09-26 10:00:00,2018-09-26 10:40:00,2018-09-26 11:00:00,2018-09-26 11:05:00,10298.75,10270.25,2018-09-26 12:05:00,10304.25,thesis_flip,28.5,4.75,0.16666666666666666,95.0
2018-10-01,1,2018-10-01 09:50:00,2018-10-01 10:10:00,2018-10-01 10:25:00,2018-10-01 10:30:00,10394.5,10382.5,2018-10-01 10:45:00,10382.5,stop,12.0,-12.75,-1.0625,-255.0
2018-10-02,1,2018-10-02 09:55:00,2018-10-02 10:30:00,2018-10-02 10:45:00,2018-10-02 10:50:00,10357.0,10330.75,2018-10-02 11:05:00,10353.5,thesis_flip,26.25,-4.25,-0.1619047619047619,-85.0
2018-10-05,-1,2018-10-05 09:55:00,2018-10-05 10:10:00,2018-10-05 10:45:00,2018-10-05 10:50:00,10132.5,10176.0,2018-10-05 12:10:00,10073.75,thesis_flip,43.5,58.0,1.3333333333333333,1160.0
2018-10-11,1,2018-10-11 09:45:00,2018-10-11 10:20:00,2018-10-11 10:25:00,2018-10-11 10:30:00,9746.0,9707.25,2018-10-11 10:45:00,9707.25,stop,38.75,-39.5,-1.0193548387096774,-790.0
2018-10-16,1,2018-10-16 09:55:00,2018-10-16 10:15:00,2018-10-16 10:40:00,2018-10-16 10:45:00,9852.0,9817.0,2018-10-16 12:20:00,9894.0,thesis_flip,35.0,41.25,1.1785714285714286,825.0
2018-10-17,-1,2018-10-17 10:00:00,2018-10-17 10:15:00,2018-10-17 10:35:00,2018-10-17 10:40:00,9911.5,9948.0,2018-10-17 10:55:00,9915.5,thesis_flip,36.5,-4.75,-0.13013698630136986,-95.0
2018-10-18,-1,2018-10-18 10:05:00,2018-10-18 10:50:00,2018-10-18 11:00:00,2018-10-18 11:05:00,9897.0,9924.25,2018-10-18 12:25:00,9831.75,thesis_flip,27.25,64.5,2.36697247706422,1290.0
2018-10-24,-1,2018-10-24 09:45:00,2018-10-24 10:40:00,2018-10-24 10:55:00,2018-10-24 11:00:00,9726.75,9780.75,2018-10-24 11:50:00,9699.0,thesis_flip,54.0,27.0,0.5,540.0
2018-10-30,1,2018-10-30 09:50:00,2018-10-30 11:00:00,2018-10-30 11:05:00,2018-10-30 11:10:00,9423.5,9365.0,2018-10-30 12:00:00,9439.25,thesis_flip,58.5,15.0,0.2564102564102564,300.0
2018-11-02,-1,2018-11-02 10:00:00,2018-11-02 10:55:00,2018-11-02 11:00:00,2018-11-02 11:05:00,9638.0,9705.75,2018-11-02 12:00:00,9655.0,thesis_flip,67.75,-17.75,-0.26199261992619927,-355.0
2018-11-05,-1,2018-11-05 10:10:00,2018-11-05 11:00:00,2018-11-05 11:15:00,2018-11-05 11:20:00,9570.5,9593.5,2018-11-05 11:55:00,9571.5,thesis_flip,23.0,-1.75,-0.07608695652173914,-35.0
2018-11-06,1,2018-11-06 09:45:00,2018-11-06 09:55:00,2018-11-06 11:10:00,2018-11-06 11:15:00,9663.0,9631.5,2018-11-06 11:30:00,9631.5,stop,31.5,-32.25,-1.0238095238095237,-645.0
2018-11-08,1,2018-11-08 09:55:00,2018-11-08 10:20:00,2018-11-08 10:30:00,2018-11-08 10:35:00,9855.0,9835.0,2018-11-08 11:20:00,9835.0,stop,20.0,-20.75,-1.0375,-415.0
2018-11-09,-1,2018-11-09 10:05:00,2018-11-09 10:45:00,2018-11-09 10:50:00,2018-11-09 10:55:00,9728.0,9752.0,2018-11-09 12:50:00,9707.5,thesis_flip,24.0,19.75,0.8229166666666666,395.0
2018-11-12,-1,2018-11-12 10:00:00,2018-11-12 10:25:00,2018-11-12 10:40:00,2018-11-12 10:45:00,9563.5,9608.25,2018-11-12 11:40:00,9525.25,thesis_flip,44.75,37.5,0.8379888268156425,750.0
2018-11-14,-1,2018-11-14 09:50:00,2018-11-14 10:25:00,2018-11-14 10:50:00,2018-11-14 10:55:00,9494.75,9570.75,2018-11-14 11:55:00,9473.75,thesis_flip,76.0,20.25,0.26644736842105265,405.0
2018-11-26,1,2018-11-26 09:50:00,2018-11-26 10:30:00,2018-11-26 10:50:00,2018-11-26 10:55:00,9322.0,9296.0,2018-11-26 11:30:00,9316.25,thesis_flip,26.0,-6.5,-0.25,-130.0
2018-12-04,-1,2018-12-04 09:50:00,2018-12-04 10:20:00,2018-12-04 10:55:00,2018-12-04 11:00:00,9696.0,9722.0,2018-12-04 14:00:00,9530.0,thesis_flip,26.0,165.25,6.355769230769231,3305.0
2018-12-10,-1,2018-12-10 09:50:00,2018-12-10 10:15:00,2018-12-10 10:25:00,2018-12-10 10:30:00,9291.25,9326.75,2018-12-10 11:30:00,9236.5,thesis_flip,35.5,54.0,1.5211267605633803,1080.0
2018-12-11,-1,2018-12-11 10:10:00,2018-12-11 10:25:00,2018-12-11 10:45:00,2018-12-11 10:50:00,9423.25,9463.75,2018-12-11 11:50:00,9411.5,thesis_flip,40.5,11.0,0.2716049382716049,220.0
2018-12-12,1,2018-12-12 09:55:00,2018-12-12 11:05:00,2018-12-12 11:15:00,2018-12-12 11:20:00,9530.5,9471.25,2018-12-12 11:35:00,9516.0,thesis_flip,59.25,-15.25,-0.25738396624472576,-305.0
2018-12-14,1,2018-12-14 10:00:00,2018-12-14 10:20:00,2018-12-14 10:45:00,2018-12-14 10:50:00,9369.75,9339.0,2018-12-14 11:15:00,9360.5,thesis_flip,30.75,-10.0,-0.3252032520325203,-200.0
2018-12-26,-1,2018-12-26 10:10:00,2018-12-26 10:40:00,2018-12-26 10:50:00,2018-12-26 10:55:00,8583.5,8638.25,2018-12-26 11:15:00,8638.25,stop,54.75,-55.5,-1.0136986301369864,-1110.0
2018-12-31,-1,2018-12-31 09:50:00,2018-12-31 10:25:00,2018-12-31 10:50:00,2018-12-31 10:55:00,8945.5,9005.0,2018-12-31 11:50:00,8963.75,thesis_flip,59.5,-19.0,-0.31932773109243695,-380.0
2019-01-02,1,2019-01-02 09:45:00,2019-01-02 10:10:00,2019-01-02 10:40:00,2019-01-02 10:45:00,8962.25,8886.0,2019-01-02 11:40:00,8978.0,thesis_flip,76.25,15.0,0.19672131147540983,300.0
2019-01-03,-1,2019-01-03 09:45:00,2019-01-03 10:20:00,2019-01-03 10:35:00,2019-01-03 10:40:00,8827.0,8903.75,2019-01-03 11:00:00,8856.25,thesis_flip,76.75,-30.0,-0.39087947882736157,-600.0
2019-01-04,1,2019-01-04 09:55:00,2019-01-04 10:30:00,2019-01-04 10:55:00,2019-01-04 11:00:00,9029.5,8924.75,2019-01-04 12:05:00,9042.25,thesis_flip,104.75,12.0,0.11455847255369929,240.0
2019-01-09,1,2019-01-09 09:50:00,2019-01-09 10:25:00,2019-01-09 11:00:00,2019-01-09 11:05:00,9243.75,9204.5,2019-01-09 13:35:00,9271.5,thesis_flip,39.25,27.0,0.6878980891719745,540.0
2019-01-24,1,2019-01-24 10:10:00,2019-01-24 10:40:00,2019-01-24 11:00:00,2019-01-24 11:05:00,9336.0,9317.75,2019-01-24 11:10:00,9317.75,stop,18.25,-19.0,-1.0410958904109588,-380.0
2019-01-28,-1,2019-01-28 09:45:00,2019-01-28 10:15:00,2019-01-28 10:35:00,2019-01-28 10:40:00,9323.0,9338.0,2019-01-28 10:40:00,9338.0,stop,15.0,-15.75,-1.05,-315.0
2019-01-29,-1,2019-01-29 10:10:00,2019-01-29 10:40:00,2019-01-29 10:45:00,2019-01-29 10:50:00,9298.75,9332.75,2019-01-29 11:40:00,9286.75,thesis_flip,34.0,11.25,0.33088235294117646,225.0
2019-01-30,-1,2019-01-30 09:55:00,2019-01-30 10:35:00,2019-01-30 10:50:00,2019-01-30 10:55:00,9354.0,9365.5,2019-01-30 11:00:00,9365.5,stop,11.5,-12.25,-1.065217391304348,-245.0
2019-02-01,1,2019-02-01 10:05:00,2019-02-01 10:40:00,2019-02-01 11:05:00,2019-02-01 11:10:00,9549.75,9530.5,2019-02-01 12:10:00,9555.25,thesis_flip,19.25,4.75,0.24675324675324675,95.0
2019-02-04,1,2019-02-04 09:45:00,2019-02-04 10:15:00,2019-02-04 11:00:00,2019-02-04 11:05:00,9584.0,9537.0,2019-02-04 12:30:00,9584.5,thesis_flip,47.0,-0.25,-0.005319148936170213,-5.0
2019-02-06,-1,2019-02-06 10:00:00,2019-02-06 10:55:00,2019-02-06 11:20:00,2019-02-06 11:25:00,9650.75,9669.5,2019-02-06 12:30:00,9645.5,thesis_flip,18.75,4.5,0.24,90.0
2019-02-08,-1,2019-02-08 10:15:00,2019-02-08 10:55:00,2019-02-08 11:00:00,2019-02-08 11:05:00,9500.25,9527.25,2019-02-08 11:55:00,9508.5,thesis_flip,27.0,-9.0,-0.3333333333333333,-180.0
2019-02-11,-1,2019-02-11 10:20:00,2019-02-11 10:40:00,2019-02-11 10:50:00,2019-02-11 10:55:00,9571.5,9586.75,2019-02-11 11:25:00,9573.0,thesis_flip,15.25,-2.25,-0.14754098360655737,-45.0
2019-02-14,1,2019-02-14 09:55:00,2019-02-14 10:20:00,2019-02-14 10:30:00,2019-02-14 10:35:00,9672.5,9643.75,2019-02-14 10:35:00,9643.75,stop,28.75,-29.5,-1.0260869565217392,-590.0
2019-02-15,-1,2019-02-15 09:50:00,2019-02-15 10:45:00,2019-02-15 10:50:00,2019-02-15 10:55:00,9696.25,9718.5,2019-02-15 11:55:00,9687.25,thesis_flip,22.25,8.25,0.3707865168539326,165.0
2019-02-19,1,2019-02-19 10:05:00,2019-02-19 10:45:00,2019-02-19 11:00:00,2019-02-19 11:05:00,9718.25,9706.75,2019-02-19 11:25:00,9712.75,thesis_flip,11.5,-6.25,-0.5434782608695652,-125.0
2019-02-21,-1,2019-02-21 09:45:00,2019-02-21 11:10:00,2019-02-21 11:25:00,2019-02-21 11:30:00,9678.5,9689.0,2019-02-21 11:50:00,9689.0,stop,10.5,-11.25,-1.0714285714285714,-225.0
2019-02-22,1,2019-02-22 09:55:00,2019-02-22 10:30:00,2019-02-22 10:40:00,2019-02-22 10:45:00,9721.0,9707.25,2019-02-22 11:45:00,9737.75,thesis_flip,13.75,16.0,1.1636363636363636,320.0
2019-03-06,-1,2019-03-06 09:45:00,2019-03-06 10:15:00,2019-03-06 10:20:00,2019-03-06 10:25:00,9779.0,9806.0,2019-03-06 10:55:00,9775.0,thesis_flip,27.0,3.25,0.12037037037037036,65.0
2019-03-08,1,2019-03-08 09:45:00,2019-03-08 09:55:00,2019-03-08 10:40:00,2019-03-08 10:45:00,9632.5,9587.0,2019-03-08 11:00:00,9623.5,thesis_flip,45.5,-9.75,-0.21428571428571427,-195.0
2019-03-11,1,2019-03-11 09:45:00,2019-03-11 10:05:00,2019-03-11 10:45:00,2019-03-11 10:50:00,9761.5,9730.0,2019-03-11 12:20:00,9785.75,thesis_flip,31.5,23.5,0.746031746031746,470.0
2019-03-13,1,2019-03-13 09:50:00,2019-03-13 10:10:00,2019-03-13 10:15:00,2019-03-13 10:20:00,9892.0,9883.0,2019-03-13 10:25:00,9883.0,stop,9.0,-9.75,-1.0833333333333333,-195.0
2019-03-15,1,2019-03-15 09:50:00,2019-03-15 10:20:00,2019-03-15 10:30:00,2019-03-15 10:35:00,9946.5,9926.75,2019-03-15 11:35:00,9950.25,thesis_flip,19.75,3.0,0.1518987341772152,60.0
2019-03-25,-1,2019-03-25 09:45:00,2019-03-25 09:55:00,2019-03-25 10:10:00,2019-03-25 10:15:00,9915.25,9943.25,2019-03-25 10:30:00,9933.25,thesis_flip,28.0,-18.75,-0.6696428571428571,-375.0
2019-03-27,-1,2019-03-27 09:55:00,2019-03-27 10:50:00,2019-03-27 11:10:00,2019-03-27 11:15:00,9951.5,10014.75,2019-03-27 12:05:00,9919.5,thesis_flip,63.25,31.25,0.49407114624505927,625.0
2019-03-29,-1,2019-03-29 09:45:00,2019-03-29 10:10:00,2019-03-29 10:40:00,2019-03-29 10:45:00,9992.25,10013.5,2019-03-29 11:05:00,9994.25,thesis_flip,21.25,-2.75,-0.12941176470588237,-55.0
2019-04-02,1,2019-04-02 10:25:00,2019-04-02 10:55:00,2019-04-02 11:20:00,2019-04-02 11:25:00,10124.0,10110.0,2019-04-02 12:20:00,10128.25,thesis_flip,14.0,3.5,0.25,70.0
2019-04-03,1,2019-04-03 10:10:00,2019-04-03 11:05:00,2019-04-03 11:30:00,2019-04-03 11:35:00,10226.75,10185.0,2019-04-03 12:25:00,10227.25,thesis_flip,41.75,-0.25,-0.005988023952095809,-5.0
2019-04-04,-1,2019-04-04 10:20:00,2019-04-04 10:50:00,2019-04-04 11:00:00,2019-04-04 11:05:00,10177.75,10192.75,2019-04-04 11:40:00,10180.75,thesis_flip,15.0,-3.75,-0.25,-75.0
2019-04-05,1,2019-04-05 10:00:00,2019-04-05 10:35:00,2019-04-05 10:50:00,2019-04-05 10:55:00,10221.5,10206.75,2019-04-05 11:20:00,10214.75,thesis_flip,14.75,-7.5,-0.5084745762711864,-150.0
2019-04-09,1,2019-04-09 10:05:00,2019-04-09 10:30:00,2019-04-09 11:00:00,2019-04-09 11:05:00,10233.75,10213.75,2019-04-09 11:25:00,10223.0,thesis_flip,20.0,-11.5,-0.575,-230.0
2019-04-11,-1,2019-04-11 09:50:00,2019-04-11 10:20:00,2019-04-11 11:30:00,2019-04-11 11:35:00,10246.25,10255.5,2019-04-11 12:55:00,10244.0,thesis_flip,9.25,1.5,0.16216216216216217,30.0
2019-04-16,1,2019-04-16 10:00:00,2019-04-16 10:55:00,2019-04-16 11:05:00,2019-04-16 11:10:00,10301.75,10289.5,2019-04-16 11:30:00,10297.75,thesis_flip,12.25,-4.75,-0.3877551020408163,-95.0
2019-04-17,-1,2019-04-17 09:55:00,2019-04-17 11:00:00,2019-04-17 11:25:00,2019-04-17 11:30:00,10309.5,10336.25,2019-04-17 11:50:00,10323.0,thesis_flip,26.75,-14.25,-0.5327102803738317,-285.0
2019-04-18,-1,2019-04-18 09:50:00,2019-04-18 11:15:00,2019-04-18 11:20:00,2019-04-18 11:25:00,10306.0,10314.0,2019-04-18 11:40:00,10311.75,thesis_flip,8.0,-6.5,-0.8125,-130.0
2019-05-01,1,2019-05-01 10:10:00,2019-05-01 10:20:00,2019-05-01 11:10:00,2019-05-01 11:15:00,10468.5,10453.5,2019-05-01 12:10:00,10473.25,thesis_flip,15.0,4.0,0.26666666666666666,80.0
2019-05-02,1,2019-05-02 10:00:00,2019-05-02 10:30:00,2019-05-02 11:05:00,2019-05-02 11:10:00,10398.25,10379.5,2019-05-02 11:15:00,10379.5,stop,18.75,-19.5,-1.04,-390.0
2019-05-03,1,2019-05-03 09:50:00,2019-05-03 10:20:00,2019-05-03 10:25:00,2019-05-03 10:30:00,10432.75,10417.0,2019-05-03 11:20:00,10454.0,thesis_flip,15.75,20.5,1.3015873015873016,410.0
2019-05-06,1,2019-05-06 09:55:00,2019-05-06 10:05:00,2019-05-06 10:15:00,2019-05-06 10:20:00,10378.0,10351.5,2019-05-06 10:45:00,10369.5,thesis_flip,26.5,-9.25,-0.3490566037735849,-185.0
2019-05-07,-1,2019-05-07 09:45:00,2019-05-07 10:25:00,2019-05-07 10:30:00,2019-05-07 10:35:00,10305.5,10344.25,2019-05-07 11:15:00,10294.5,thesis_flip,38.75,10.25,0.2645161290322581,205.0
2019-05-09,-1,2019-05-09 09:50:00,2019-05-09 10:05:00,2019-05-09 10:20:00,2019-05-09 10:25:00,10109.75,10147.75,2019-05-09 10:50:00,10134.0,thesis_flip,38.0,-25.0,-0.6578947368421053,-500.0
2019-05-13,-1,2019-05-13 09:50:00,2019-05-13 11:10:00,2019-05-13 11:15:00,2019-05-13 11:20:00,9967.25,10015.5,2019-05-13 12:00:00,9977.0,thesis_flip,48.25,-10.5,-0.21761658031088082,-210.0
2019-05-17,1,2019-05-17 09:45:00,2019-05-17 10:05:00,2019-05-17 10:15:00,2019-05-17 10:20:00,10170.75,10143.75,2019-05-17 11:20:00,10224.75,thesis_flip,27.0,53.25,1.9722222222222223,1065.0
2019-05-20,1,2019-05-20 10:30:00,2019-05-20 10:50:00,2019-05-20 10:55:00,2019-05-20 11:00:00,10046.0,10024.5,2019-05-20 11:05:00,10024.5,stop,21.5,-22.25,-1.0348837209302326,-445.0
2019-05-22,1,2019-05-22 09:50:00,2019-05-22 10:30:00,2019-05-22 11:10:00,2019-05-22 11:15:00,10054.5,10041.25,2019-05-22 11:40:00,10055.0,thesis_flip,13.25,-0.25,-0.018867924528301886,-5.0
2019-05-23,-1,2019-05-23 10:05:00,2019-05-23 10:20:00,2019-05-23 11:00:00,2019-05-23 11:05:00,9939.0,9963.25,2019-05-23 11:30:00,9942.0,thesis_flip,24.25,-3.75,-0.15463917525773196,-75.0
2019-05-30,1,2019-05-30 09:45:00,2019-05-30 10:10:00,2019-05-30 10:30:00,2019-05-30 10:35:00,9885.0,9868.75,2019-05-30 10:50:00,9868.75,stop,16.25,-17.0,-1.0461538461538462,-340.0
2019-06-05,-1,2019-06-05 09:50:00,2019-06-05 10:05:00,2019-06-05 10:25:00,2019-06-05 10:30:00,9794.25,9841.75,2019-06-05 11:05:00,9799.25,thesis_flip,47.5,-5.75,-0.12105263157894737,-115.0
2019-06-18,1,2019-06-18 09:45:00,2019-06-18 10:15:00,2019-06-18 10:35:00,2019-06-18 10:40:00,10305.25,10280.5,2019-06-18 11:15:00,10300.75,thesis_flip,24.75,-5.25,-0.21212121212121213,-105.0
2019-06-20,-1,2019-06-20 10:15:00,2019-06-20 10:40:00,2019-06-20 10:55:00,2019-06-20 11:00:00,10347.5,10370.25,2019-06-20 11:45:00,10342.75,thesis_flip,22.75,4.0,0.17582417582417584,80.0
2019-06-24,-1,2019-06-24 10:00:00,2019-06-24 10:25:00,2019-06-24 11:15:00,2019-06-24 11:20:00,10356.25,10367.75,2019-06-24 11:35:00,10364.5,thesis_flip,11.5,-9.0,-0.782608695652174,-180.0
2019-06-28,-1,2019-06-28 09:45:00,2019-06-28 10:55:00,2019-06-28 11:00:00,2019-06-28 11:05:00,10267.25,10277.0,2019-06-28 11:20:00,10274.75,thesis_flip,9.75,-8.25,-0.8461538461538461,-165.0
2019-07-01,-1,2019-07-01 09:45:00,2019-07-01 10:05:00,2019-07-01 10:20:00,2019-07-01 10:25:00,10401.0,10435.25,2019-07-01 10:45:00,10402.5,thesis_flip,34.25,-2.25,-0.06569343065693431,-45.0
2019-07-15,-1,2019-07-15 09:45:00,2019-07-15 10:30:00,2019-07-15 10:35:00,2019-07-15 10:40:00,10559.75,10569.0,2019-07-15 10:55:00,10566.0,thesis_flip,9.25,-7.0,-0.7567567567567568,-140.0
2019-07-19,-1,2019-07-19 09:50:00,2019-07-19 10:10:00,2019-07-19 10:45:00,2019-07-19 10:50:00,10512.75,10546.75,2019-07-19 11:10:00,10529.25,thesis_flip,34.0,-17.25,-0.5073529411764706,-345.0
2019-07-22,1,2019-07-22 09:45:00,2019-07-22 10:30:00,2019-07-22 10:35:00,2019-07-22 10:40:00,10503.25,10485.5,2019-07-22 10:45:00,10485.5,stop,17.75,-18.5,-1.0422535211267605,-370.0
2019-07-23,-1,2019-07-23 09:55:00,2019-07-23 11:10:00,2019-07-23 11:30:00,2019-07-23 11:35:00,10520.75,10537.5,2019-07-23 12:20:00,10514.75,thesis_flip,16.75,5.25,0.31343283582089554,105.0
2019-07-24,1,2019-07-24 09:45:00,2019-07-24 10:15:00,2019-07-24 10:30:00,2019-07-24 10:35:00,10577.75,10556.25,2019-07-24 10:50:00,10575.25,thesis_flip,21.5,-3.25,-0.1511627906976744,-65.0
2019-07-25,-1,2019-07-25 10:10:00,2019-07-25 10:50:00,2019-07-25 11:15:00,2019-07-25 11:20:00,10559.0,10577.75,2019-07-25 11:45:00,10560.0,thesis_flip,18.75,-1.75,-0.09333333333333334,-35.0
2019-07-30,1,2019-07-30 10:00:00,2019-07-30 10:35:00,2019-07-30 11:30:00,2019-07-30 11:35:00,10566.25,10549.0,2019-07-30 11:50:00,10557.75,thesis_flip,17.25,-9.25,-0.5362318840579711,-185.0
2019-08-01,1,2019-08-01 09:55:00,2019-08-01 10:35:00,2019-08-01 10:40:00,2019-08-01 10:45:00,10570.5,10518.5,2019-08-01 12:00:00,10589.25,thesis_flip,52.0,18.0,0.34615384615384615,360.0
2019-08-02,-1,2019-08-02 09:45:00,2019-08-02 10:20:00,2019-08-02 10:30:00,2019-08-02 10:35:00,10263.0,10340.5,2019-08-02 11:10:00,10263.75,thesis_flip,77.5,-1.5,-0.01935483870967742,-30.0
2019-08-05,-1,2019-08-05 10:00:00,2019-08-05 10:25:00,2019-08-05 10:35:00,2019-08-05 10:40:00,10064.5,10103.0,2019-08-05 11:05:00,10080.5,thesis_flip,38.5,-16.75,-0.43506493506493504,-335.0
2019-08-06,-1,2019-08-06 10:10:00,2019-08-06 10:50:00,2019-08-06 11:00:00,2019-08-06 11:05:00,10066.25,10108.0,2019-08-06 11:50:00,10063.5,thesis_flip,41.75,2.0,0.04790419161676647,40.0
2019-08-14,-1,2019-08-14 10:00:00,2019-08-14 10:20:00,2019-08-14 10:35:00,2019-08-14 10:40:00,10170.25,10200.75,2019-08-14 11:35:00,10153.25,thesis_flip,30.5,16.25,0.5327868852459017,325.0
2019-08-28,1,2019-08-28 10:05:00,2019-08-28 10:35:00,2019-08-28 10:40:00,2019-08-28 10:45:00,10169.5,10135.25,2019-08-28 11:05:00,10158.0,thesis_flip,34.25,-12.25,-0.35766423357664234,-245.0
2019-08-30,-1,2019-08-30 09:55:00,2019-08-30 10:25:00,2019-08-30 10:55:00,2019-08-30 11:00:00,10293.5,10332.0,2019-08-30 11:35:00,10267.5,thesis_flip,38.5,25.25,0.6558441558441559,505.0
2019-09-04,-1,2019-09-04 10:05:00,2019-09-04 10:35:00,2019-09-04 10:40:00,2019-09-04 10:45:00,10267.5,10276.0,2019-09-04 10:50:00,10276.0,stop,8.5,-9.25,-1.088235294117647,-185.0
2019-09-10,-1,2019-09-10 09:50:00,2019-09-10 10:00:00,2019-09-10 10:50:00,2019-09-10 10:55:00,10359.5,10379.5,2019-09-10 11:50:00,10369.25,thesis_flip,20.0,-10.5,-0.525,-210.0
2019-09-12,1,2019-09-12 10:15:00,2019-09-12 10:40:00,2019-09-12 11:15:00,2019-09-12 11:20:00,10537.25,10508.0,2019-09-12 11:35:00,10531.25,thesis_flip,29.25,-6.75,-0.23076923076923078,-135.0
2019-09-13,1,2019-09-13 09:50:00,2019-09-13 10:00:00,2019-09-13 10:45:00,2019-09-13 10:50:00,10509.0,10478.25,2019-09-13 11:30:00,10498.0,thesis_flip,30.75,-11.75,-0.3821138211382114,-235.0
